id,uid,date,swipein,"swipe in time","break in","break in time",breakout,"breakout time","check out","check out time","total working hour"
479,141,2016-04-12,00 : 00,08:20:10 pm,00 : 05,11:04:01 am,00 : 05,11:04:05 am,00 : 12,11:04:14 am,00:03:03
480,141,2016-04-13,00 : 00,11:01:11 am,00 : 05,11:04:01 am,00 : 05,11:04:05 am,00 : 12,11:04:14 am,00:03:03
481,141,2016-04-13,00 : 00,11:03:54 am,00 : 05,11:04:01 am,00 : 05,11:04:05 am,00 : 12,11:04:14 am,00:03:03
