id,uid,date,swipein,"swipe in time","break in","break in time",breakout,"breakout time","check out","check out time","total working hour"
450,135,2016-03-24,00 : 00,03:01:23 pm,00 : 02,03:01:26 pm,00 : 02,03:01:28 pm,00 : 03,03:01:30 pm,00:00:07
