id,uid,date,swipein,"swipe in time","break in","break in time",breakout,"breakout time","check out","check out time","total working hour"
450,135,2016-03-24,00 : 00,03:01:23 pm,00 : 06,08:14:04 pm,00 : 06,08:14:14 pm,00 : 10,08:14:20 pm,00:00:25
451,135,2016-03-24,00 : 00,03:02:48 pm,00 : 06,08:14:04 pm,00 : 06,08:14:14 pm,00 : 10,08:14:20 pm,00:00:25
452,135,2016-04-02,00 : 00,08:13:55 pm,00 : 06,08:14:04 pm,00 : 06,08:14:14 pm,00 : 10,08:14:20 pm,00:00:25
